index	sheet	BMS	UNOCF	TC	status
5053	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,2,0)(7,4,0)(8,5,0)	psi(I+psi_I(I+psi_I(I+1)*2+1))		untranslated
5054	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,2,0)(7,4,0)(8,5,1)(9,5,1)(10,2,0)	psi(I+psi_I(I+psi_I(I+1)*3))		untranslated
5055	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)	psi(I+psi_I(I+psi_I(I+1)*w))		untranslated
5056	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(6,1,0)	psi(I+psi_I(I+psi_I(I+1)*W))		untranslated
5057	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(6,1,0)(1,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(I+psi_I(I+psi_I(I+1)*psi_I(I)))		untranslated
5058	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(6,2,0)	psi(I+psi_I(I+psi_I(I+1)^2))		untranslated
5059	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(6,2,0)	psi(I+psi_I(I+psi_I(I+1)^psi_I(I+1)))		untranslated
5060	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(7,3,0)	psi(I+psi_I(I+psi_(psi_I(I+2))(psi_I(I+2))))		untranslated
5061	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)	psi(I+psi_I(I+psi_I(I+2)))		untranslated
5062	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,0)	psi(I+psi_I(I+psi_I(I+2)+1))		untranslated
5063	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,1)(8,5,1)(9,3,0)	psi(I+psi_I(I+psi_I(I+2)*2))		untranslated
5064	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,1)	psi(I+psi_I(I+psi_I(I+2)*w))		untranslated
5065	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,1)(7,3,0)	psi(I+psi_I(I+psi_I(I+2)^2))		untranslated
5066	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,4,0)	psi(I+psi_I(I+psi_I(I+3)))		untranslated
5067	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,4,0)(5,4,0)(6,5,1)(7,5,1)(8,5,0)	psi(I+psi_I(I+psi_I(I+4)))		untranslated
5068	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)	psi(I+psi_I(I+psi_I(I+w)))		untranslated
5069	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(1,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(I+psi_I(I+psi_I(I+w))+psi_I(I))		untranslated
5070	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(3,2,0)	psi(I+psi_I(I+psi_I(I+w))+psi_I(I+1))		untranslated
5071	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)	psi(I+psi_I(I+psi_I(I+w))+psi_(psi_I(I+2))(psi_I(I+psi_I(I+w)))		untranslated
5072	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(4,3,0)	psi(I+psi_I(I+psi_I(I+w))+psi_I(I+2))		untranslated
5073	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(3,2,1)	psi(I+psi_I(I+psi_I(I+w))+psi_I(I+w))		untranslated
5074	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)	psi(I+psi_I(I+psi_I(I+w))+psi_I(I+w)*psi_I(I+1))		untranslated
5075	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,0)	psi(I+psi_I(I+psi_I(I+w))+psi_(psi_I(I+w+1))(psi_I(I+w+1)))		untranslated
5076	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)	psi(I+psi_I(I+psi_I(I+w))+psi_(psi_I(I+w+1))(psi_I(I+psi_I(I+1)))		untranslated
5077	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,0)	psi(I+psi_I(I+psi_I(I+w))+psi_I(I+w+1))		untranslated
5078	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)	psi(I+psi_I(I+psi_I(I+w))+psi_I(I+w2))		untranslated
5079	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)	psi(I+psi_I(I+psi_I(I+w))+psi_I(I+w^2))		untranslated
5080	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,1,0)	psi(I+psi_I(I+psi_I(I+w))+psi_I(I+W))		untranslated
5081	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(I+psi_I(I+psi_I(I+w))+psi_I(I+psi_I(I)))		untranslated
5082	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,1,0)(6,3,0)(7,4,0)	psi(I+psi_I(I+psi_I(I+w))+psi_I(I+psi_I(I)+1))		untranslated
5083	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,1,0)(6,3,0)(7,4,1)(8,4,1)(9,1,0)(1,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(I+psi_I(I+psi_I(I+w))+psi_I(I+psi_I(I)*2))		untranslated
5084	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,1,0)(6,3,1)	psi(I+psi_I(I+psi_I(I+w))+psi_I(I+psi_I(I)*w))		untranslated
5085	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,2,0)	psi(I+psi_I(I+psi_I(I+w))+psi_I(I+psi_I(I+1)))		untranslated
5086	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,2,0)(3,2,1)	psi(I+psi_I(I+psi_I(I+w)*2))		untranslated
5087	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,2,0)(3,2,1)	psi(I+psi_I(I+psi_I(I+w)*3))		untranslated
5088	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,1,0)	psi(I+psi_I(I+psi_I(I+w)*W))		untranslated
5089	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,2,0)	psi(I+psi_I(I+psi_I(I+w)*psi_I(I+1)))		untranslated
5090	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,2,0)(3,2,1)	psi(I+psi_I(I+psi_I(I+w)^2))		untranslated
5091	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,2,0)(7,2,0)(3,2,1)	psi(I+psi_I(I+psi_I(I+w)^psi_I(I+w)))		untranslated
5092	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,2,0)(7,3,0)	psi(I+psi_I(I+psi_(psi_I(I+w+1))(psi_I(I+w+1)))		untranslated
5093	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)	psi(I+psi_I(I+psi_I(I+w+1)))		untranslated
5094	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,0)(6,4,1)(7,4,1)(8,4,0)	psi(I+psi_I(I+psi_I(I+w+2)))		untranslated
5095	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)	psi(I+psi_I(I+psi_I(I+w2)))		untranslated
5096	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)(6,3,0)(7,4,1)(8,4,1)(9,3,0)(7,4,1)	psi(I+psi_I(I+psi_I(I+w3)))		untranslated
5097	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)	psi(I+psi_I(I+psi_I(I+w^2)))		untranslated
5098	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)	psi(I+psi_I(I+psi_I(I+w^2+1)))		untranslated
5099	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)(6,3,1)	psi(I+psi_I(I+psi_I(I+w^2*2)))		untranslated
5100	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(4,2,1)	psi(I+psi_I(I+psi_I(I+w^3)))		untranslated
5101	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,0,0)	psi(I+psi_I(I+psi_I(I+w^w)))		untranslated
5102	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)	psi(I+psi_I(I+psi_I(I+W)))		untranslated
5103	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(I+psi_I(I+psi_I(I+W_w)))		untranslated
5104	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)(2,1,1)(3,1,0)	psi(I+psi_I(I+psi_I(I+W_W)))		untranslated
5105	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(I+psi_I(I+psi_I(I+psi_I(I))))		untranslated
5106	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))+psi_I(I))		untranslated
5107	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))+psi_I(I)*W)		untranslated
5108	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))+psi_(psi_I(I+1))(psi_I(I+1)))		untranslated
5109	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))+psi_(psi_I(I+1))(psi_I(I+psi_I(I+psi_I(I))))		untranslated
5110	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(2,1,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))+psi_(psi_I(I+1))(psi_I(I+psi_I(I+psi_I(I)))*W)		untranslated
5111	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(3,2,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))+psi_I(I+1))		untranslated
5112	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(3,2,1)	psi(I+psi_I(I+psi_I(I+psi_I(I)))+psi_I(I+w))		untranslated
5113	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(3,2,1)(4,2,1)(5,1,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))+psi_I(I+W))		untranslated
5114	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))+psi_I(I+psi_I(I)))		untranslated
5115	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,1,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))+psi_I(I+psi_I(I))*W)		untranslated
5116	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))+psi_(psi_I(I+psi_I(I)+1))(psi_I(I+psi_I(I+1))))		untranslated
5117	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))+psi_I(I+psi_I(I)+1))		untranslated
5118	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,1,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))+psi_I(I+psi_I(I)+W))		untranslated
5119	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))+psi_I(I+psi_I(I)*2))		untranslated
5120	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,1,0)(6,3,1)	psi(I+psi_I(I+psi_I(I+psi_I(I)))+psi_I(I+psi_I(I)*w))		untranslated
5121	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,1,0)(6,3,1)(7,1,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))+psi_I(I+psi_I(I)^2))		untranslated
5122	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,1,0)(8,2,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))+psi_I(I+psi_(psi_I(I+1))(psi_I(I+1)))		untranslated
5123	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,2,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))+psi_I(I+psi_I(I+1)))		untranslated
5124	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)	psi(I+psi_I(I+psi_I(I+psi_I(I)))+psi_I(I+psi_I(I+w)))		untranslated
5125	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,1,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))+psi_I(I+psi_I(I+W)))		untranslated
5126	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))*2)		untranslated
5127	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))*3)		untranslated
5128	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,1,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))*W)		untranslated
5129	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,1,0)(1,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))*psi_I(I))		untranslated
5130	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,2,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))*psi_I(I+1))		untranslated
5131	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))*psi_I(I+psi_I(I)))		untranslated
5132	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))*psi_I(I+psi_I(I)+1))		untranslated
5133	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(5,3,1)(6,3,1)(7,2,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))*psi_I(I+psi_I(I+1)))		untranslated
5134	To psi(W(2,0))	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(5,3,1)(6,3,1)(7,2,0)(3,2,1)(4,2,1)(5,1,0)	psi(I+psi_I(I+psi_I(I+psi_I(I)))*psi_I(I+psi_I(I+W)))		untranslated
