index	sheet	BMS	UNOCF	TC	status
10087	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)	psi(W(1,1,0)+psi_W(1,1,0)(W(1,1,0)+w))		untranslated
10088	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)(4,2,1)(5,1,0)(2,0,0)	psi(W(1,1,0)+psi_W(1,1,0)(W(1,1,0)+psi_W(1,1,0)(W(1,1,0))))		untranslated
10089	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)(4,2,1)(5,2,0)(4,0,0)	psi(W(1,1,0)*2)		untranslated
10090	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)(4,2,1)(5,2,0)(4,2,0)(5,3,0)	psi(W(1,1,0)*2+W_(psi_W(1,1,0)(W(1,1,0)*2)+1))		untranslated
10091	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)(4,2,1)(5,2,0)(4,2,0)(5,3,1)(6,3,1)(7,3,1)(7,3,0)(6,0,0)	psi(W(1,1,0)*2+psi_W(1,1,0)(W(1,1,0)*2+1))		untranslated
10092	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)(4,2,1)(5,2,0)(4,2,0)(5,3,1)(6,3,1)(7,3,1)(7,3,0)(6,3,1)(7,3,1)(6,3,1)(7,3,0)(6,0,0)	psi(W(1,1,0)*3)		untranslated
10093	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)(4,2,1)(5,2,0)(4,2,0)(5,3,1)(6,3,1)(7,3,1)(7,3,0)(6,3,1)(7,3,1)(6,3,1)(7,3,0)(6,3,0)(7,4,1)(8,4,1)(9,4,1)(9,4,0)(8,4,1)(9,4,1)(8,4,1)(9,4,0)(8,0,0)	psi(W(1,1,0)*4)		untranslated
10094	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,1)	psi(W(1,1,0)*w)		untranslated
10095	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)(4,2,1)(5,2,0)(4,2,1)	psi(W(1,1,0)*w2)		untranslated
10096	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,1)(2,1,1)	psi(W(1,1,0)*w^2)		untranslated
10097	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,1)(3,1,0)	psi(W(1,1,0)*W)		untranslated
10098	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,1)(3,1,0)(1,1,1)	psi(W(1,1,0)*W_w)		untranslated
10099	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)	psi(W(1,1,0)*I_w)		untranslated
10100	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,0,0)	psi(W(1,1,0)*W(w,0))		untranslated
10101	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,0,0)	psi(W(1,1,0)*psi_W(1,0,0)(W(1,0,0)))		untranslated
10102	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,0)(5,2,1)(6,1,0)(2,0,0)	psi(W(1,1,0)*W(1,0,0))		untranslated
10103	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)	psi(W(1,1,0)*W(1,0,w))		untranslated
10104	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(W(1,1,0)*psi_W(1,1,0)(W(1,1,0)))		untranslated
10105	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(2,1,1)(3,1,0)	psi(W(1,1,0)*psi_W(1,1,0)(W(1,1,0)*W))		untranslated
10106	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,1)(3,1,0)(2,0,0)	psi(W(1,1,0)^2)		untranslated
10107	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,1)(3,1,0)(2,1,1)	psi(W(1,1,0)^2*w)		untranslated
10108	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,1)(3,1,0)(2,1,1)(3,1,0)(2,0,0)	psi(W(1,1,0)^3)		untranslated
10109	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(3,0,0)	psi(W(1,1,0)^w)		untranslated
10110	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(3,1,0)(2,0,0)	psi(W(1,1,0)^W(1,1,0))		untranslated
10111	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,1,0)(2,0,0)	psi(W(1,1,0)^W(1,1,0)^W(1,1,0))		untranslated
10112	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,0)	psi(W_(W(1,1,0)+1))		untranslated
10113	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,0)(5,2,0)	psi(W_(W(1,1,0)+1)^2)		untranslated
10114	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,0)(5,3,0)	psi(W_(W(1,1,0)+2))		untranslated
10115	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)	psi(W_(W(1,1,0)+w))		untranslated
10116	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,1,0)	psi(W_(W(1,1,0)+W))		untranslated
10117	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)	psi(W_(W(1,1,0)+W(1,0,w)))		untranslated
10118	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(W_(W(1,1,0)+psi_W(1,1,0)(W(1,1,0))))		untranslated
10119	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,1,0)(2,0,0)	psi(W_(W(1,1,0)*2))		untranslated
10120	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,0)	psi(W_W_(W(1,1,0)+1))		untranslated
10121	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,0)(5,0,0)	psi(I_(W(1,1,0)+1))		untranslated
10122	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,0)(7,2,1)(8,3,1)(9,3,0)(8,0,0)	psi(I_(W(1,1,0)+2))		untranslated
10123	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)	psi(I_(W(1,1,0)+w))		untranslated
10124	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)	psi(W(2,W(1,1,0)+1))		untranslated
10125	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,0,0)	psi(W(w,W(1,1,0)+1))		untranslated
10126	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)	psi(W(1,0,w),W(1,1,0)+1))		untranslated
10127	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,1,0)(2,0,0)	psi(W(W(1,1,0),1))		untranslated
10128	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,1,0)(5,2,1)(6,2,0)(5,0,0)	psi(W(W(1,1,0)+1,0))		untranslated
10129	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,1,0)(6,0,0)	psi(W(W(1,0,0)*w,0))		untranslated
10130	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)	psi(W(W_(W(1,1,0)+1),0))		untranslated
10131	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,0,0)	psi(W(1,0,W(1,1,0)+1))		untranslated
10132	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,0)(7,3,0)	psi(W_(W(1,0,W(1,1,0)+1))		untranslated
10133	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,0)(7,3,1)(8,3,1)(9,3,1)(9,3,0)(8,0,0)	psi(W(1,0,W(1,1,0)+2))		untranslated
10134	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)	psi(W(1,0,W(1,1,0)+w))		untranslated
10135	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,1,0)(2,0,0)	psi(W(1,0,W(1,1,0)*2))		untranslated
10136	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,0)	psi(W(1,0,W_(W(1,1,0)+1))		untranslated
10137	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)	psi(W(1,1,1))		untranslated
10138	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,0)(5,2,1)	psi(W(1,1,1)*w)		untranslated
10139	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,0)(6,0,0)	psi(W(1,1,1)^w)		untranslated
10140	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,0)(7,3,0)	psi(W_(W(1,1,1)+1))		untranslated
10141	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,0)(7,3,1)(8,3,1)(9,3,0)(8,0,0)	psi(I_(W(1,1,1)+1))		untranslated
10142	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,0)(7,3,1)(8,3,1)(9,3,1)(9,0,0)	psi(W(w,W(1,1,1)+1))		untranslated
10143	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,0)(7,3,1)(8,3,1)(9,3,1)(9,3,0)(8,0,0)	psi(W(1,0,W(1,1,1)+1))		untranslated
10144	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,0)(7,3,1)(8,3,1)(9,3,1)(9,3,0)(8,3,1)(9,3,1)	psi(W(1,0,W(1,1,1)+w))		untranslated
10145	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,0)(7,3,1)(8,3,1)(9,3,1)(9,3,0)(8,3,1)(9,3,1)(8,3,1)(9,3,0)	psi(W(1,0,W_(W(1,1,1)+1))		untranslated
10146	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,0)(7,3,1)(8,3,1)(9,3,1)(9,3,0)(8,3,1)(9,3,1)(8,3,1)(9,3,0)(8,0,0)	psi(W(1,1,2))		untranslated
10147	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,0)(7,3,1)(8,3,1)(9,3,1)(9,3,0)(8,3,1)(9,3,1)(8,3,1)(9,3,0)(10,4,1)(11,4,1)(12,4,1)(12,4,0)(11,0,0)	psi(W(1,0,W(1,1,2)+1))		untranslated
10148	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,0)(7,3,1)(8,3,1)(9,3,1)(9,3,0)(8,3,1)(9,3,1)(8,3,1)(9,3,0)(10,4,1)(11,4,1)(12,4,1)(12,4,0)(11,4,1)(12,4,1)(11,4,1)(12,4,0)(11,0,0)	psi(W(1,1,13))		untranslated
10149	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)	psi(W(1,1,w))		untranslated
10150	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(1,1,1)	psi(W(1,1,w)+W_w)		untranslated
10151	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(1,1,1)(2,1,1)(3,1,1)	psi(W(1,1,w)+I_w)		untranslated
10152	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)	psi(W(1,1,w)+W(1,0,w))		untranslated
10153	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)	psi(W(1,1,w)*2)		untranslated
10154	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,0)	psi(W(1,1,w)*W)		untranslated
10155	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,0)(3,1,0)	psi(W(1,1,w)^W)		untranslated
10156	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,0)(3,2,0)	psi(W_(W(1,1,w)+1))		untranslated
10157	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(4,0,0)	psi(I_(W(1,1,w)+1))		untranslated
10158	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,0,0)	psi(W(w,W(1,1,w)+1))		untranslated
10159	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,0)(4,0,0)	psi(W(1,0,W(1,1,w)+1))		untranslated
10160	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)	psi(W(1,0,W(1,1,w)+w))		untranslated
10161	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)(4,2,1)(5,2,0)(4,0,0)	psi(W(1,1,w+1))		untranslated
10162	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)(4,2,1)(5,2,0)(6,3,1)(7,3,1)(8,3,1)(8,3,0)(7,3,1)(8,3,1)(7,3,1)(8,3,0)(7,0,0)	psi(W(1,1,w+2))		untranslated
10163	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)(4,2,1)(5,2,1)	psi(W(1,1,w2))		untranslated
10164	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)(4,2,1)(5,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,1)(7,3,0)(6,3,1)(7,3,1)(6,3,1)(7,3,1)	psi(W(1,1,w3))		untranslated
10165	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)	psi(W(1,1,w^2))		untranslated
10166	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)(4,2,1)(5,2,1)(4,2,1)	psi(W(1,1,w^2*2))		untranslated
10167	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(2,1,1)	psi(W(1,1,w^3))		untranslated
10168	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,0,0)	psi(W(1,1,w^w))		untranslated
10169	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,0,0)(4,1,0)	psi(W(1,1,psi(W)))		untranslated
10170	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)	psi(W(1,1,W))		untranslated
10171	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)	psi(W(1,1,W_w))		untranslated
10172	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)	psi(W(1,1,W_W))		untranslated
10173	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(W(1,1,psi_I(I)))		untranslated
10174	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,0,0)	psi(W(1,1,psi_I(W(1,0,0))))		untranslated
10175	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)	psi(W(1,1,psi_I(W(1,1,0))))		untranslated
